trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,Fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
11,0,11,0,19.98911290000251,,19.945490099999006,10,19.98911290000251,19.98911290000251,0.020267300002160482,22.725135200002114,[0.023333333333333334],[-0.255],[1],[0],[0],[2.7593787999940105],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
12,0,12,0,22.754152800000156,,22.727204800001346,5,22.754152800000156,22.754152800000156,0.009911100001772866,24.19126089999918,[-0.45],[0.36666666666666664],[1],[0],[0],[1.4542213999957312],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
13,0,13,0,24.23727549999603,,24.193361300000106,10,24.23727549999603,24.23727549999603,0.020376100001158193,25.45793390000472,[0.30666666666666664],[-0.085],[1],[0],[0],[1.244200599991018],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
14,0,14,0,25.487159299998893,,25.460034100004123,5,25.487159299998893,25.487159299998893,0.010194300004513934,27.59207779999997,[-0.13333333333333333],[-0.41333333333333333],[1],[0],[0],[2.122037900000578],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
15,0,15,0,27.638189000004786,,27.59417709999252,10,27.638189000004786,27.638189000004786,0.021577899999101646,30.007270300004166,[0.16666666666666666],[-0.3433333333333333],[1],[0],[0],[2.3916093000007095],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
16,0,16,0,30.370262600001297,,30.009353300003568,10,30.370262600001297,30.370262600001297,0.35142330000235233,32.35828970000148,"[0.16666666666666666, -0.48333333333333334]","[-0.3433333333333333, 0.10166666666666667]","[1, 1]","[0, 0]","[0, 0]","[0.28114029999414925, 1.9976215999922715]",['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
17,0,17,0,32.386560400002054,,32.360420500001055,5,32.386560400002054,32.386560400002054,0.012004299991531298,33.97498070000438,[-0.22666666666666666],[-0.11333333333333333],[1],[0],[0],[1.6025640000007115],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
18,0,18,0,34.02039399999194,,33.97709919999761,10,34.02039399999194,34.02039399999194,0.020299800002248958,36.873974599991925,[-0.021666666666666667],[-0.465],[1],[0],[0],[2.876659199988353],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
19,0,19,0,36.90376859999378,,36.87606159999268,5,36.90376859999378,36.90376859999378,0.011553300006198697,38.54088299999421,[0.375],[0.34833333333333333],[1],[0],[0],[1.6533332000108203],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
20,0,20,0,38.5703305999923,,38.542967500005034,5,38.5703305999923,38.5703305999923,0.012008799996692687,41.92146959999809,[0.44],[-0.3233333333333333],[1],[0],[0],[3.366532999993069],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
21,0,21,0,41.951783800002886,,41.923595799991745,5,41.951783800002886,41.951783800002886,0.009783399989828467,43.35638869999093,[0.175],[-0.23666666666666666],[1],[0],[0],[1.4231868000060786],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
22,0,22,0,43.4014840000018,,43.35848409999744,10,43.4014840000018,43.4014840000018,0.021561500005191192,44.64000269999087,[-0.17333333333333334],[-0.20166666666666666],[1],[0],[0],[1.2600788999989163],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
23,0,23,0,44.6694043000025,,44.642162699994515,5,44.6694043000025,44.6694043000025,0.012837899994337931,46.07319789999747,[0.18833333333333332],[0.45],[1],[0],[0],[1.4183363000047393],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
24,0,24,0,46.101443499996094,,46.07528039999306,5,46.101443499996094,46.101443499996094,0.011006999993696809,47.35638329999347,[-0.20666666666666667],[0.41833333333333333],[1],[0],[0],[1.270192700001644],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
25,0,25,0,47.38460259999556,,47.3584700999927,5,47.38460259999556,47.38460259999556,0.01187210000352934,49.73713459999999,[0.4116666666666667],[-0.43666666666666665],[1],[0],[0],[2.3668991000013193],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
26,0,26,0,49.76757579999685,,49.73923500000092,5,49.76757579999685,49.76757579999685,0.01031719999446068,51.50619050000387,[-0.043333333333333335],[-0.16],[1],[0],[0],[1.7566516999941086],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
27,0,27,0,51.55105470000126,,51.5083231000026,10,51.55105470000126,51.55105470000126,0.020871600005193613,52.68760360000306,[0.3016666666666667],[-0.38666666666666666],[1],[0],[0],[1.1585422999924049],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
28,0,28,0,52.717062499999884,,52.689688400001614,5,52.717062499999884,52.717062499999884,0.010108699992997572,54.35568680000142,[-0.26],[-0.265],[1],[0],[0],[1.655924699996831],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
29,0,29,0,54.38452939999115,,54.35779100000218,5,54.38452939999115,54.38452939999115,0.012141300001530908,55.45396650000475,[-0.26166666666666666],[-0.11333333333333333],[1],[0],[0],[1.0840496000018902],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
30,0,30,0,55.48337370000081,,55.45607289999316,5,55.48337370000081,55.48337370000081,0.010298599998350255,57.003512299997965,[-0.42],[-0.22666666666666666],[1],[0],[0],[1.5372500000084983],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
31,0,31,0,57.05048979999265,,57.00560049999331,10,57.05048979999265,57.05048979999265,0.01925560001109261,58.871067400003085,[0.4033333333333333],[0.041666666666666664],[1],[0],[0],[1.8462151000130689],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
32,0,32,0,58.900984699997935,,58.873226600000635,5,58.900984699997935,58.900984699997935,0.011862800005474128,60.88812859999598,[-0.43333333333333335],[0.095],[1],[0],[0],[2.0031198999931803],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
33,0,33,0,60.917312399993534,,60.89019649999682,5,60.917312399993534,60.917312399993534,0.010834699991391972,62.33710730000166,[-0.31666666666666665],[0.4216666666666667],[1],[0],[0],[1.4361140999972122],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
34,0,34,0,62.38383999999496,,62.33919050000259,10,62.38383999999496,62.38383999999496,0.020684800008893944,64.61863879999146,[-0.05333333333333334],[0.03333333333333333],[1],[0],[0],[2.258884199996828],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
35,0,35,0,64.66555959999096,,64.62072849999822,10,64.66555959999096,64.66555959999096,0.01952230000460986,66.10291489999508,[0.37833333333333335],[0.28833333333333333],[1],[0],[0],[1.4627118999924278],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
36,0,36,0,66.14864430000307,,66.10500989999855,10,66.14864430000307,66.14864430000307,0.01985949999652803,67.23711899999762,[0.32166666666666666],[0.32666666666666666],[1],[0],[0],[1.1122928999975557],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
37,0,37,0,67.26640710000356,,67.23921390000032,5,67.26640710000356,67.26640710000356,0.011026000007404946,69.32042720000027,[-0.38166666666666665],[-0.36833333333333335],[1],[0],[0],[2.070373499998823],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
38,0,38,0,69.3662037000031,,69.32252499999595,10,69.3662037000031,69.3662037000031,0.020402299996931106,70.95360330000403,[-0.20166666666666666],[0.10333333333333333],[1],[0],[0],[1.6107740000006743],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
39,0,39,0,70.98270229999616,,70.95571300000302,5,70.98270229999616,70.98270229999616,0.011563800013391301,72.43605629999365,[0.255],[-0.0033333333333333335],[1],[0],[0],[1.4689023999962956],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
40,0,40,0,72.4826563999959,,72.43818399999873,10,72.4826563999959,72.4826563999959,0.021157600000151433,73.95254489999206,[-0.04833333333333333],[-0.10666666666666667],[1],[0],[0],[1.4933257000084268],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
41,0,41,0,73.99904749999405,,73.9546202999918,10,73.99904749999405,73.99904749999405,0.02139950000855606,75.65230889999657,[0.17],[0.3283333333333333],[1],[0],[0],[1.6764217000018107],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
42,0,42,0,75.68196180000086,,75.65441249999276,5,75.68196180000086,75.68196180000086,0.010100500003318302,77.55256169999484,[0.22166666666666668],[-0.095],[1],[0],[0],[1.8881122000020696],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
43,0,43,0,77.59735100000398,,77.55463620000228,10,77.59735100000398,77.59735100000398,0.020809299996471964,80.45182119999663,[-0.47333333333333333],[-0.455],[1],[0],[0],[2.8765056999982335],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
44,0,44,0,80.49815830000443,,80.45391719999316,10,80.49815830000443,80.49815830000443,0.02106469999125693,82.73382809999748,[0.10833333333333334],[-0.08],[1],[0],[0],[2.258865199997672],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
45,0,45,0,82.77987909999501,,82.73594529999536,10,82.77987909999501,82.77987909999501,0.02095799999369774,84.5515080000041,[-0.041666666666666664],[-0.405],[1],[0],[0],[1.7946747999958461],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
46,0,46,0,84.58083459999762,,84.55363789999683,5,84.58083459999762,84.58083459999762,0.012187900007120334,85.93505919999734,[-0.4533333333333333],[-0.16166666666666665],[1],[0],[0],[1.3693732999963686],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
47,0,47,0,85.97936509999272,,85.93714480000199,10,85.97936509999272,85.97936509999272,0.020542700003716163,87.6678821999958,[-0.19833333333333333],[0.3433333333333333],[1],[0],[0],[1.7102693000051659],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
48,0,48,0,87.71371219999855,,87.66999149999174,10,87.71371219999855,87.71371219999855,0.019939699996029958,89.11726919999637,[-0.2633333333333333],[0.06333333333333334],[1],[0],[0],[1.4274629999999888],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
49,0,49,0,89.16189279999526,,89.11937719999696,10,89.16189279999526,89.16189279999526,0.021101499994983897,91.63262469999609,[0.15166666666666667],[-0.06],[1],[0],[0],[2.492221699998481],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
50,0,50,0,91.66219439999259,,91.63472649999312,5,91.66219439999259,91.66219439999259,0.010513000001083128,93.68427959999826,[-0.33166666666666667],[-0.20666666666666667],[1],[0],[0],[2.0391346999967936],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
51,0,51,0,93.71142589999363,,93.68635989999166,5,93.71142589999363,93.71142589999363,0.011936700000660494,95.46717089999584,[-0.045],[0.27666666666666667],[1],[0],[0],[1.7690400999999838],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
52,0,52,0,95.4962491000042,,95.46923279999464,5,95.4962491000042,95.4962491000042,0.012706000008620322,97.00033519999124,[-0.17],[0.215],[1],[0],[0],[1.518412300007185],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
53,0,53,0,97.04619369999273,,97.00244029999885,10,97.04619369999273,97.04619369999273,0.02170339999429416,99.99917159999313,[-0.125],[-0.375],[1],[0],[0],[2.975211000011768],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
54,0,54,0,100.04573179999716,,100.00135320000118,10,100.04573179999716,100.04573179999716,0.0201595999969868,102.08069200000318,[0.12166666666666667],[-0.285],[1],[0],[0],[2.0592260000121314],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
55,0,55,0,102.11061570000311,,102.08282569999574,10,102.11061570000311,102.11061570000311,0.019581500004278496,103.46453919999476,[0.22333333333333333],[-0.17666666666666667],[1],[0],[0],[1.3622059000044828],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
56,0,56,0,103.49369039999146,,103.46667520000483,10,103.49369039999146,103.49369039999146,0.01916759999585338,105.38289419999637,[0.16333333333333333],[0.22666666666666666],[1],[0],[0],[1.8971133000013651],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
57,0,57,0,105.41193339999882,,105.38499500000034,5,105.41193339999882,105.41193339999882,0.01104539999505505,107.19872869999381,[0.4816666666666667],[0.055],[1],[0],[0],[1.802764100008062],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
58,0,58,0,107.227765299991,,107.20080730000336,5,107.227765299991,107.227765299991,0.011730700003681704,109.730112499994,[0.4166666666666667],[-0.13833333333333334],[1],[0],[0],[2.5176644000021042],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
59,0,59,0,109.7776492999983,,109.73216679999314,10,109.7776492999983,109.7776492999983,0.0201567000040086,112.19873819999339,[-0.335],[-0.38333333333333336],[1],[0],[0],[2.446431599993957],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
60,0,60,0,112.22618969999894,,112.20085349999135,5,112.22618969999894,112.22618969999894,0.011282000006758608,113.814420900002,[0.32666666666666666],[0.435],[1],[0],[0],[1.602372800000012],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
61,0,61,0,113.84353840000404,,113.81648919999134,5,113.84353840000404,113.84353840000404,0.010845700002391823,115.39625429999433,[-0.235],[-0.043333333333333335],[1],[0],[0],[1.5689968999940902],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
62,0,62,0,115.42591799999354,,115.39833460000227,5,115.42591799999354,115.42591799999354,0.010717500001192093,117.34777769999346,[-0.4],[0.25833333333333336],[1],[0],[0],[1.9387352999910945],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
63,0,63,0,117.3936692999996,,117.3498685999948,10,117.3936692999996,117.3936692999996,0.02029949999996461,119.38020269999106,[0.45],[0.22833333333333333],[1],[0],[0],[2.010119600003236],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
64,0,64,0,119.42598299999372,,119.3823326999991,10,119.42598299999372,119.42598299999372,0.021028400005889125,121.26426899999205,[0.36666666666666664],[-0.23],[1],[0],[0],[1.8609748000017134],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
65,0,65,0,121.30818649999856,,121.26636579999467,10,121.30818649999856,121.30818649999856,0.02105219999793917,123.1285046999983,[-0.4216666666666667],[-0.065],[1],[0],[0],[1.8411637999961386],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
66,0,66,0,123.15821870000218,,123.1306673999934,5,123.15821870000218,123.15821870000218,0.00974300000234507,124.69445670000277,[0.23833333333333334],[-0.29833333333333334],[1],[0],[0],[1.5541382000083104],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
67,0,67,0,124.72458280000137,,124.69655399999465,5,124.72458280000137,124.72458280000137,0.010135700009413995,126.57926450000377,[-0.37833333333333335],[0.18166666666666667],[1],[0],[0],[1.8726470999972662],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
68,0,68,0,126.60727409999527,,126.58134089999658,5,126.60727409999527,126.60727409999527,0.011157600005390123,128.17928979999851,[-0.4633333333333333],[0.06666666666666667],[1],[0],[0],[1.5868489999993471],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
69,0,69,0,128.20883410000533,,128.18137199999182,5,128.20883410000533,128.20883410000533,0.012108299997635186,129.7794861000002,[-0.17833333333333334],[-0.135],[1],[0],[0],[1.5860896000085631],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
70,0,70,0,129.8251120999921,,129.78155620000325,10,129.8251120999921,129.8251120999921,0.02044670000032056,131.44590289999906,[-0.41833333333333333],[0.22666666666666666],[1],[0],[0],[1.644023400003789],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
71,0,71,0,131.47458719999122,,131.44801310000184,5,131.47458719999122,131.47458719999122,0.010968700007651933,133.7950348000013,[0.21666666666666667],[-0.465],[1],[0],[0],[2.336129500006791],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
72,0,72,0,133.82351390000258,,133.79713510000147,5,133.82351390000258,133.82351390000258,0.011025700005120598,136.2121666000021,[-0.07333333333333333],[0.405],[1],[0],[0],[2.404079300002195],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
73,0,73,0,136.25640369999746,,136.21427309999126,10,136.25640369999746,136.25640369999746,0.02064470000914298,138.07715529999405,[-0.26],[0.23333333333333334],[1],[0],[0],[1.8422190999990562],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
74,0,74,0,138.12285509999492,,138.07924099999946,10,138.12285509999492,138.12285509999492,0.019097400014288723,140.47806629999832,[-0.35333333333333333],[-0.18666666666666668],[1],[0],[0],[2.3798067000025185],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
75,0,75,0,140.52380379999522,,140.48021219999646,10,140.52380379999522,140.52380379999522,0.020204899992677383,142.4755029999942,[-0.16166666666666665],[0.06833333333333333],[1],[0],[0],[1.9751388000004226],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
76,0,76,0,142.52233550000528,,142.47761570000148,10,142.52233550000528,142.52233550000528,0.01937789999647066,144.34485969999514,[0.24],[0.4483333333333333],[1],[0],[0],[1.8478442999912659],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
77,0,77,0,144.38970159999735,,144.34715210000286,10,144.38970159999735,144.38970159999735,0.021619499995722435,146.6100133,[-0.31166666666666665],[0.3016666666666667],[1],[0],[0],[2.2413904999993974],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
78,0,78,0,146.6559644999943,,146.61211590000312,10,146.6559644999943,146.6559644999943,0.02067189999797847,149.5762512999936,[0.19],[-0.4166666666666667],[1],[0],[0],[2.9435315000009723],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
79,0,79,0,149.6222351000033,,149.57838269999775,10,149.6222351000033,149.6222351000033,0.021056300000054762,152.61021689999325,[0.4716666666666667],[0.45],[1],[0],[0],[3.0108097000047565],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
80,0,80,0,152.6392793999985,,152.6123449000006,5,152.6392793999985,152.6392793999985,0.011236400008783676,154.1264044999989,[-0.2916666666666667],[0.3433333333333333],[1],[0],[0],[1.5029554000066128],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
81,0,81,0,154.17094050000014,,154.12848689999373,10,154.17094050000014,154.17094050000014,0.020109999997657724,155.2262117999926,[-0.24833333333333332],[0.3433333333333333],[1],[0],[0],[1.077623199991649],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
82,0,82,0,155.27087680000113,,155.22832490000292,10,155.27087680000113,155.27087680000113,0.01995869999518618,157.80918060000113,[0.4033333333333333],[-0.14333333333333334],[1],[0],[0],[2.5609739999927115],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
83,0,83,0,157.85385410000163,,157.81130689999554,10,157.85385410000163,157.85385410000163,0.020554600007017143,159.10738349999883,[0.37],[-0.07666666666666666],[1],[0],[0],[1.2756082999985665],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
84,0,84,0,159.1534612999967,,159.10947640000086,10,159.1534612999967,159.1534612999967,0.01977210000040941,161.3914541999984,[-0.37833333333333335],[0.14833333333333334],[1],[0],[0],[2.262329999997746],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
85,0,85,0,161.42143109999597,,161.39355049999722,5,161.42143109999597,161.42143109999597,0.0119810000032885,163.22513019999315,[-0.06166666666666667],[0.47833333333333333],[1],[0],[0],[1.8197321999905398],['target'],2,001,2024-10-10_12h21.30.794,Visual search task,2024.1.5,None,2024-10-10 12h21.44.004755 +0530,
