trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,Fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
21,0,21,0,46.50292260000424,,46.460132000007434,10,46.50292260000424,46.50292260000424,0.021104899991769344,48.391355500003556,[0.41],[0.075],[1],[0],[0],[1.9101908000011463],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
22,0,22,0,48.42052200000035,,48.39343860000372,5,48.42052200000035,48.42052200000035,0.011268900008872151,52.95803010000964,[-0.055],[0.49833333333333335],[1],[0],[0],[4.553390400003991],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
23,0,23,0,53.00311220000731,,52.96009750000667,10,53.00311220000731,53.00311220000731,0.020428999996511266,55.440039700013585,[-0.375],[-0.175],[1],[0],[0],[2.4596393999963766],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
24,0,24,0,55.46854240000539,,55.44211350000114,5,55.46854240000539,55.46854240000539,0.011107400001492351,57.139601700007915,[-0.155],[0.405],[1],[0],[0],[1.6865030000044499],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
25,0,25,0,57.18616150000889,,57.141680900007486,10,57.18616150000889,57.18616150000889,0.022070399994845502,58.65567570000712,[0.39666666666666667],[-0.17],[1],[0],[0],[1.4919839999929536],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
26,0,26,0,58.70240360000753,,58.65776190000179,10,58.70240360000753,58.70240360000753,0.022425000002840534,60.77213140000822,[0.40166666666666667],[-0.045],[1],[0],[0],[2.0920836000004783],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
27,0,27,0,60.8005070000072,,60.77439950000553,5,60.8005070000072,60.8005070000072,0.011609299996052869,62.55433890000859,[-0.44666666666666666],[0.21666666666666667],[1],[0],[0],[1.7684030999953393],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
28,0,28,0,62.60068950000277,,62.55640430000494,10,62.60068950000277,62.60068950000277,0.01975479999964591,64.30420310000773,[-0.11],[0.43833333333333335],[1],[0],[0],[1.7281910000019707],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
29,0,29,0,64.33347930001037,,64.30629080001381,5,64.33347930001037,64.33347930001037,0.010379599989391863,65.93819090000761,[0.27166666666666667],[0.4216666666666667],[1],[0],[0],[1.621632700000191],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
30,0,30,0,65.98463500000071,,65.94030650000786,10,65.98463500000071,65.98463500000071,0.020965799994883128,69.35530030001246,[-0.22333333333333333],[0.16166666666666665],[1],[0],[0],[3.3941529000003356],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
31,0,31,0,69.38447570000426,,69.3573727000039,5,69.38447570000426,69.38447570000426,0.01180910000402946,70.55500920000486,[-0.2783333333333333],[-0.06833333333333333],[1],[0],[0],[1.1858464999968419],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
32,0,32,0,70.60104390000924,,70.55705300001136,10,70.60104390000924,70.60104390000924,0.02102940001350362,72.1722015000123,[-0.44333333333333336],[-0.175],[1],[0],[0],[1.5941817999992054],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
33,0,33,0,72.19973990001017,,72.17433340000571,5,72.19973990001017,72.19973990001017,0.011452499995357357,73.9708973000088,[0.2733333333333333],[0.34],[1],[0],[0],[1.7852320999954827],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
34,0,34,0,74.000581100001,,73.97295210001175,5,74.000581100001,74.000581100001,0.013001300001633354,75.52083870000206,[0.36],[-0.3616666666666667],[1],[0],[0],[1.5349428999907104],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
35,0,35,0,75.56658480000624,,75.52289140000357,10,75.56658480000624,75.56658480000624,0.021252399994409643,78.77082280001196,[0.1],[0.49833333333333335],[1],[0],[0],[3.2267357999953674],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
36,0,36,0,78.80021740001393,,78.77288600000611,5,78.80021740001393,78.80021740001393,0.011718900001142174,80.3207540000003,[0.4716666666666667],[-0.405],[1],[0],[0],[1.5362117999902694],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
37,0,37,0,80.36589110000932,,80.3228453000047,10,80.36589110000932,80.36589110000932,0.022258400000282563,81.98713380000845,[0.08],[0.075],[1],[0],[0],[1.6420289000088815],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
38,0,38,0,82.03120200001285,,81.98922590000439,10,82.03120200001285,82.03120200001285,0.02085149999766145,83.60236020000593,[0.42833333333333334],[-0.35],[1],[0],[0],[1.5922933999972884],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
