trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,Fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
39,0,39,0,83.6309692000068,,83.60455030000594,5,83.6309692000068,83.6309692000068,0.010325600000214763,85.26866070000688,[-0.36],[0.44166666666666665],[1],[0],[0],[1.6538776000088546],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
40,0,40,0,85.31420860000071,,85.27099780000572,10,85.31420860000071,85.31420860000071,0.019518600005540065,86.717945100012,[-0.5],[0.12],[1],[0],[0],[1.427571699998225],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
41,0,41,0,86.74705270001141,,86.72006920000422,5,86.74705270001141,86.74705270001141,0.010649600008036941,88.08516310001141,[0.35333333333333333],[0.24166666666666667],[1],[0],[0],[1.354527399991639],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
42,0,42,0,88.13081450000755,,88.08723220000684,10,88.13081450000755,88.13081450000755,0.019830400007776916,89.58378520001133,[0.37833333333333335],[-0.15666666666666668],[1],[0],[0],[1.4767654000024777],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
43,0,43,0,89.61370990000432,,89.58588080000482,5,89.61370990000432,89.61370990000432,0.010099699997226708,91.26773860001413,[-0.3433333333333333],[0.16666666666666666],[1],[0],[0],[1.6718350000010105],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
44,0,44,0,91.29724870000791,,91.26978530001361,5,91.29724870000791,91.29724870000791,0.00979630000074394,92.16939710000588,[-0.3416666666666667],[0.16666666666666666],[1],[0],[0],[0.8898447999963537],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
45,0,45,0,92.19714160000149,,92.1714648000052,5,92.19714160000149,92.19714160000149,0.011375699992640875,93.85152650000236,[0.43166666666666664],[-0.295],[1],[0],[0],[1.6687386999983573],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
46,0,46,0,93.88091640001221,,93.85357670001395,5,93.88091640001221,93.88091640001221,0.012054999999236315,95.30258170000161,[0.20666666666666667],[0.215],[1],[0],[0],[1.437050199994701],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
47,0,47,0,95.34785110001394,,95.30476520000957,10,95.34785110001394,95.34785110001394,0.020874599998933263,98.16765780000424,[0.30833333333333335],[-0.43],[1],[0],[0],[2.8421750999987125],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
48,0,48,0,98.19781340000918,,98.16986400001042,5,98.19781340000918,98.19781340000918,0.012765000006766059,99.70147580000048,[-0.125],[0.23666666666666666],[1],[0],[0],[1.5189345000108005],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
49,0,49,0,99.74743880001188,,99.70358460000716,10,99.74743880001188,99.74743880001188,0.020344699994893745,101.91809480001393,[-0.4666666666666667],[-0.42],[1],[0],[0],[2.19427779999387],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
50,0,50,0,101.96253640000941,,101.92017890000716,10,101.96253640000941,101.96253640000941,0.02129340000101365,105.06772760000604,[0.06333333333333334],[0.295],[1],[0],[0],[3.126325600009295],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
51,0,51,0,105.0956154000014,,105.06980560001102,5,105.0956154000014,105.0956154000014,0.011565700013306923,107.0506660000101,[-0.07666666666666666],[-0.38],[1],[0],[0],[1.9693466000026092],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
52,0,52,0,107.0785360000009,,107.05271080000966,5,107.0785360000009,107.0785360000009,0.011971899992204271,108.6168514000019,[0.2733333333333333],[-0.15333333333333332],[1],[0],[0],[1.55226140000741],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
53,0,53,0,108.66318950000277,,108.61896270001307,10,108.66318950000277,108.66318950000277,0.020164400004432537,110.25045130000217,[0.07166666666666667],[0.27],[1],[0],[0],[1.6114010000019334],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
54,0,54,0,110.29593490000116,,110.25253040000098,10,110.29593490000116,110.29593490000116,0.020579499992891215,111.61700020001444,[-0.06166666666666667],[0.375],[1],[0],[0],[1.3439106000005268],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
55,0,55,0,111.64574300000095,,111.61912540000048,5,111.64574300000095,111.64574300000095,0.012542900003609248,112.7999523000035,[-0.03333333333333333],[0.15833333333333333],[1],[0],[0],[1.1683426000090549],['target'],1,001,2024-10-10_11h46.34.775,Visual search task,2024.1.5,None,2024-10-10 11h47.23.417261 +0530,
