trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,Fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
19,0,19,0,42.461525599996094,,42.43564080000215,10,42.461525599996094,42.461525599996094,0.01894390000961721,45.40054410000448,[0.18333333333333332],[-0.13425925925925927],[1],[0],[0],[2.946110300006694],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
20,0,20,0,45.43068219999259,,45.402697600002284,10,45.43068219999259,45.43068219999259,0.020145899994531646,47.200544399995124,[-0.06296296296296296],[0.23148148148148148],[1],[0],[0],[1.7774308000080055],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
21,0,21,0,47.218948399997316,,47.202708099997835,5,47.218948399997316,47.218948399997316,0.01008759999240283,48.550299800001085,[-0.23981481481481481],[0.1287037037037037],[1],[0],[0],[1.3371860000042943],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
22,0,22,0,48.58077050000429,,48.55245730000024,10,48.58077050000429,48.58077050000429,0.020288800005801022,50.8166729999939,[-0.1537037037037037],[-0.31203703703703706],[1],[0],[0],[2.2432296999904793],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
23,0,23,0,50.84687419999682,,50.81890349999594,10,50.84687419999682,50.84687419999682,0.019848899988573976,53.799677899995004,[-0.11574074074074074],[-0.4675925925925926],[1],[0],[0],[2.960708500002511],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
24,0,24,0,53.81756989999849,,53.801858699996956,5,53.81756989999849,53.81756989999849,0.009705500007839873,55.48281469999347,[0.003703703703703704],[-0.12037037037037036],[1],[0],[0],[1.67054370000551],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
25,0,25,0,55.51450669999758,,55.48502110000118,10,55.51450669999758,55.51450669999758,0.01990959999966435,57.38155829999596,[-0.3527777777777778],[0.12037037037037036],[1],[0],[0],[1.876724200003082],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
26,0,26,0,57.39814750000369,,57.383851999999024,5,57.39814750000369,57.39814750000369,0.009675900000729598,59.46585559999221,[-0.1935185185185185],[-0.40370370370370373],[1],[0],[0],[2.0715515999909258],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
27,0,27,0,59.49554750000243,,59.46807529999933,10,59.49554750000243,59.49554750000243,0.019912599993404,61.28203709999798,[-0.4166666666666667],[-0.19537037037037036],[1],[0],[0],[1.7932397999975365],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
28,0,28,0,61.31092329999956,,61.2841946999979,10,61.31092329999956,61.31092329999956,0.019951700000092387,63.464162299991585,[0.011111111111111112],[0.44537037037037036],[1],[0],[0],[2.160163000007742],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
29,0,29,0,63.48210999999719,,63.46632910000335,5,63.48210999999719,63.48210999999719,0.009778399995411746,65.6816589999944,[-0.3861111111111111],[-0.37222222222222223],[1],[0],[0],[2.204790400006459],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
30,0,30,0,65.69915449999098,,65.68383259999973,5,65.69915449999098,65.69915449999098,0.009692899999208748,67.79692409999552,[0.4185185185185185],[-0.05648148148148148],[1],[0],[0],[2.103487300002598],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
31,0,31,0,67.82555039999716,,67.79908440000145,10,67.82555039999716,67.82555039999716,0.018739699997240677,69.64753639999253,[0.0962962962962963],[-0.412962962962963],[1],[0],[0],[1.829083200005698],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
32,0,32,0,69.66757370000414,,69.64990899999975,5,69.66757370000414,69.66757370000414,0.011914599992451258,73.0638803000038,[0.4444444444444444],[-0.15833333333333333],[1],[0],[0],[3.4014084999944316],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
33,0,33,0,73.0927834000031,,73.06607939999958,10,73.0927834000031,73.0927834000031,0.019911399998818524,74.93018049999955,[-0.03425925925925926],[-0.10092592592592593],[1],[0],[0],[1.8435184999980265],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
34,0,34,0,74.94759009999689,,74.93240419999347,5,74.94759009999689,74.94759009999689,0.009514799996395595,76.39683640000294,[-0.34814814814814815],[-0.16296296296296298],[1],[0],[0],[1.4548483000107808],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
35,0,35,0,76.41400750000321,,76.39900370000396,5,76.41400750000321,76.41400750000321,0.009596799995051697,78.14564970000356,[-0.33240740740740743],[-0.3962962962962963],[1],[0],[0],[1.73711600000388],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
36,0,36,0,78.17332709999755,,78.14778990000195,10,78.17332709999755,78.17332709999755,0.018618200003402308,80.24617519999447,[0.18611111111111112],[0.19814814814814816],[1],[0],[0],[2.0790470999927493],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
37,0,37,0,80.27609479999228,,80.24836149999464,10,80.27609479999228,80.27609479999228,0.020193500007735565,81.61300729999493,[-0.1259259259259259],[0.01574074074074074],[1],[0],[0],[1.3441725000011502],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
38,0,38,0,81.64204789999349,,81.61516980000306,10,81.64204789999349,81.64204789999349,0.019754199995077215,83.3626449000003,[0.41388888888888886],[0.1037037037037037],[1],[0],[0],[1.72743869999249],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
39,0,39,0,83.38096579999547,,83.36479999999574,5,83.38096579999547,83.38096579999547,0.010061599998152815,85.11230789999536,[0.32407407407407407],[-0.1648148148148148],[1],[0],[0],[1.7368089000083273],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
40,0,40,0,85.14159179999842,,85.11444439999468,10,85.14159179999842,85.14159179999842,0.019630499999038875,86.76212489999307,[-0.10740740740740741],[0.16574074074074074],[1],[0],[0],[1.627301800006535],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
41,0,41,0,86.77972710000176,,86.76431749999756,5,86.77972710000176,86.77972710000176,0.00961940000706818,88.74434140000085,[0.44351851851851853],[0.2],[1],[0],[0],[1.9704943999968236],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
42,0,42,0,88.76178770000115,,88.74648279999383,5,88.76178770000115,88.76178770000115,0.009907800005748868,89.94494479999412,[0.29907407407407405],[0.3388888888888889],[1],[0],[0],[1.1882811000104994],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
43,0,43,0,89.97426869999617,,89.94708719999471,10,89.97426869999617,89.97426869999617,0.020250799992936663,92.74463299999479,[0.49537037037037035],[-0.3574074074074074],[1],[0],[0],[2.776920699994662],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
44,0,44,0,92.77380429999903,,92.74680690000241,10,92.77380429999903,92.77380429999903,0.020174500008579344,94.6937193999911,[-0.33611111111111114],[0.24259259259259258],[1],[0],[0],[1.9268452999967849],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
45,0,45,0,94.71141720000014,,94.69586969999364,5,94.71141720000014,94.71141720000014,0.009778599996934645,97.97700109999278,[-0.2916666666666667],[0.3351851851851852],[1],[0],[0],[3.2714357000077143],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
46,0,46,0,98.00590419999207,,97.97914280000259,10,98.00590419999207,98.00590419999207,0.018531100009568036,100.49372289999155,[0.2324074074074074],[-0.2972222222222222],[1],[0],[0],[2.4953777000046102],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
47,0,47,0,100.51241789999767,,100.49587620000239,5,100.51241789999767,100.51241789999767,0.010360300002503209,102.9101204000035,[-0.47962962962962963],[-0.25555555555555554],[1],[0],[0],[2.403408900005161],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
48,0,48,0,102.9397137999913,,102.91229310000199,10,102.9397137999913,102.9397137999913,0.019833099999232218,106.80869350000285,[0.41388888888888886],[0.37222222222222223],[1],[0],[0],[3.876656600012211],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
49,0,49,0,106.82626570000139,,106.81084540000302,5,106.82626570000139,106.82626570000139,0.009889599998132326,108.4920984999917,[-0.4083333333333333],[0.34444444444444444],[1],[0],[0],[1.6714158999966457],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
50,0,50,0,108.5223748999997,,108.49424759999965,10,108.5223748999997,108.5223748999997,0.01947959999961313,110.37574160000077,[0.13425925925925927],[0.14629629629629629],[1],[0],[0],[1.8615908000065247],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
51,0,51,0,110.39294530000188,,110.37793170000077,5,110.39294530000188,110.39294530000188,0.00953500000468921,112.5090191999916,[0.1962962962962963],[0.2388888888888889],[1],[0],[0],[2.121229600001243],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
52,0,52,0,112.53886010000133,,112.51118669999414,10,112.53886010000133,112.53886010000133,0.02020769999944605,115.34180039999774,[0.11296296296296296],[-0.39351851851851855],[1],[0],[0],[2.8096661000017775],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
53,0,53,0,115.35979869999574,,115.34400650000316,5,115.35979869999574,115.35979869999574,0.009381500000017695,116.90820409999287,[0.06111111111111111],[-0.1175925925925926],[1],[0],[0],[1.5541468000010354],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
54,0,54,0,116.93805329999304,,116.91044110000075,10,116.93805329999304,116.93805329999304,0.01956600000266917,119.70790809999744,[-0.24259259259259258],[0.47685185185185186],[1],[0],[0],[2.77720299999055],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
55,0,55,0,119.7372647000011,,119.71010850000312,10,119.7372647000011,119.7372647000011,0.019861400010995567,122.87396650000301,[-0.4583333333333333],[-0.36666666666666664],[1],[0],[0],[3.1436191000102554],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
56,0,56,0,122.89234459999716,,122.87631999999576,5,122.89234459999716,122.89234459999716,0.010431400005472824,124.59071170000243,[-0.32685185185185184],[-0.4212962962962963],[1],[0],[0],[1.7032124000106705],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
57,0,57,0,124.62009270000271,,124.59301409999898,10,124.62009270000271,124.62009270000271,0.019802000009804033,126.22292990000278,[-0.20185185185185187],[-0.20185185185185187],[1],[0],[0],[1.610097400000086],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
58,0,58,0,126.25132729999314,,126.22511179999856,10,126.25132729999314,126.25132729999314,0.018702000001212582,129.38920760000474,[0.38055555555555554],[-0.3611111111111111],[1],[0],[0],[3.1454625999904238],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
59,0,59,0,129.40719949999766,,129.3913743000012,5,129.40719949999766,129.40719949999766,0.010508999999728985,131.4398485999991,[-0.3314814814814815],[0.03333333333333333],[1],[0],[0],[2.0377237999928184],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
60,0,60,0,131.47026360000018,,131.44199039999512,10,131.47026360000018,131.47026360000018,0.01992979999340605,133.27344239999366,[-0.02962962962962963],[0.33611111111111114],[1],[0],[0],[1.8116039000015007],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
61,0,61,0,133.30288770000334,,133.27562889999535,10,133.30288770000334,133.30288770000334,0.019383200007723644,135.6227321000042,[0.41203703703703703],[-0.3888888888888889],[1],[0],[0],[2.3269020000007004],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
62,0,62,0,135.65186620000168,,135.62489249999635,10,135.65186620000168,135.65186620000168,0.019572200006223284,137.35581660000025,[-0.22962962962962963],[0.19907407407407407],[1],[0],[0],[1.7105707000009716],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
63,0,63,0,137.37280569999712,,137.3579938000039,5,137.37280569999712,137.37280569999712,0.009649999992689118,139.13871709999512,[0.3148148148148148],[-0.1425925925925926],[1],[0],[0],[1.7709509000123944],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
64,0,64,0,139.1688770000037,,139.14096849999623,10,139.1688770000037,139.1688770000037,0.02020069998980034,141.87178539999877,[-0.001851851851851852],[-0.12685185185185185],[1],[0],[0],[2.7104595999990124],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
65,0,65,0,141.9011024999927,,141.87395539999125,10,141.9011024999927,141.9011024999927,0.020033799999509938,144.70493089999945,[0.47962962962962963],[-0.24259259259259258],[1],[0],[0],[2.8105697999999393],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
66,0,66,0,144.72200729999167,,144.7071067999932,5,144.72200729999167,144.72200729999167,0.009517300000879914,147.805134299997,[0.041666666666666664],[-0.044444444444444446],[1],[0],[0],[3.0885763999976916],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
67,0,67,0,147.83473859999503,,147.80728340000496,10,147.83473859999503,147.83473859999503,0.019521399997756816,149.28754669999762,[-0.2],[0.11666666666666667],[1],[0],[0],[1.460160000002361],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
68,0,68,0,149.3175401000044,,149.28972509999585,10,149.3175401000044,149.3175401000044,0.019637999997939914,151.28737229999388,[0.2953703703703704],[0.2777777777777778],[1],[0],[0],[1.9772615000110818],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
69,0,69,0,151.30496880000283,,151.28956409999228,5,151.30496880000283,151.30496880000283,0.009606399995391257,153.12041560000216,[0.3037037037037037],[-0.16203703703703703],[1],[0],[0],[1.8207274000014877],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
70,0,70,0,153.13858539999637,,153.1225887000037,5,153.13858539999637,153.13858539999637,0.010206199993262999,155.8198895999958,[0.2740740740740741],[-0.4722222222222222],[1],[0],[0],[2.6864327999937814],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
71,0,71,0,155.83705800000462,,155.8220697999932,5,155.83705800000462,155.83705800000462,0.009802699991269037,157.40369979999377,[0.41388888888888886],[0.29907407407407405],[1],[0],[0],[1.5718661999999313],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
72,0,72,0,157.4329396999965,,157.40591739999945,10,157.4329396999965,157.4329396999965,0.01963790001173038,158.9696113999962,[0.09814814814814815],[0.33796296296296297],[1],[0],[0],[1.5433020999917062],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
73,0,73,0,158.98703200000455,,158.97183809999842,5,158.98703200000455,158.98703200000455,0.009683100011898205,161.3360188999941,[-0.4324074074074074],[-0.11018518518518519],[1],[0],[0],[2.354203700000653],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
74,0,74,0,161.35372970000026,,161.3381836000044,5,161.35372970000026,161.35372970000026,0.009889299995847978,163.46886130000348,[0.44722222222222224],[0.31666666666666665],[1],[0],[0],[2.120143599997391],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
75,0,75,0,163.49915010000404,,163.47106850000273,10,163.49915010000404,163.49915010000404,0.019802399998297915,166.0518638999929,[-0.3453703703703704],[-0.30092592592592593],[1],[0],[0],[2.560381999996025],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
76,0,76,0,166.06953680000152,,166.05417319999833,5,166.06953680000152,166.06953680000152,0.009705600008601323,168.6846852000017,[-0.012037037037037037],[-0.46574074074074073],[1],[0],[0],[2.6204281999962404],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
77,0,77,0,168.70307849999517,,168.68725489999633,5,168.70307849999517,168.70307849999517,0.009880099998554215,170.36820779999834,[-0.21851851851851853],[-0.2388888888888889],[1],[0],[0],[1.6703757000068435],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
78,0,78,0,170.38594359999115,,170.37036369999987,5,170.38594359999115,170.38594359999115,0.009607700005290098,172.7336054000043,[-0.42777777777777776],[0.4638888888888889],[1],[0],[0],[2.3537385999952676],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
79,0,79,0,172.7504806999932,,172.7357411999983,5,172.7504806999932,172.7504806999932,0.00947049999376759,175.43405039999925,[0.32407407407407407],[0.013888888888888888],[1],[0],[0],[2.688040099994396],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
80,0,80,0,175.46468180000375,,175.43620270000247,10,175.46468180000375,175.46468180000375,0.020167900001979433,180.71690079999098,[0.25925925925925924],[0.007407407407407408],[1],[0],[0],[5.259642799996072],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
81,0,81,0,180.7350998000038,,180.71927980000328,5,180.7350998000038,180.7350998000038,0.009667999998782761,182.4501925999939,[-0.3435185185185185],[0.16111111111111112],[1],[0],[0],[1.7206281999970088],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
82,0,82,0,182.4799512000027,,182.45238039999094,10,182.4799512000027,182.4799512000027,0.019732699991436675,186.41503699999885,[0.16018518518518518],[-0.46111111111111114],[1],[0],[0],[3.943107900005998],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
83,0,83,0,186.43211999999767,,186.41725009999936,5,186.43211999999767,186.43211999999767,0.009857400000328198,188.98243530000036,[0.007407407407407408],[-0.09814814814814815],[1],[0],[0],[2.5554215000011027],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
84,0,84,0,189.00025579999783,,188.98459269999876,5,189.00025579999783,189.00025579999783,0.009773099998710677,190.83129849999386,[-0.1037037037037037],[-0.25092592592592594],[1],[0],[0],[1.8369343000085792],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
85,0,85,0,190.84845479999785,,190.8334743000014,5,190.84845479999785,190.84845479999785,0.009581500009517185,192.84849239999312,[-0.28888888888888886],[0.4046296296296296],[1],[0],[0],[2.0047674999950686],['target'],3,001,2024-10-10_12h34.18.398,Visual search task,2024.1.5,None,2024-10-10 12h34.25.735910 +0530,
